lng,lat
-43.18726658821106,-22.967126060847373
-43.2476690167291,-22.9403293
-43.37406098842621,-22.865494049658444
-43.316111,-22.925833
-43.207,-22.908
-43.208777,-22.903077
-43.207,-22.908
-43.243377,-22.879388
-43.20800335,-22.9030885
-42.5933108,-22.8626399
-42.5933108,-22.8626399
-43.39669,-22.83620
-43.43868,-22.86607
-43.20855,-22.903969
-43.20800335,-22.9030885
-43.20800335,-22.9030885
-43.2673882,-22.9009595
-43.20800335,-22.9030885
-43.20800335,-22.9030885
-43.174152,-22.94237
-43.243377,-22.879388
-43.2190346,-22.9059059
-43.243377,-22.879388
-43.23738098144531,-22.842443446478057
-43.207,-22.908
-43.2190085,-22.9766497
-43.2715093,-22.5940
-43.20800335,-22.9030885
-43.243377,-22.879388
-43.2685842,-22.8655623
-43.243377,-22.879388
-43.208,-22.903
-43.30539193330018,-22.847434388211465
-43.20800335,-22.9030885
-43.32355672509527,-22.88349685
-43.20800335,-22.9030885
-43.243377,-22.879388
-43.20800335,-22.9030885
-43.2190346,-22.9059059
-43.30613,-22.84965
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.34656,-22.85140
-43.34656,-22.85140
-43.20855,-22.903969
-43.35958,-22.95728
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.30613,-22.84965
-43.30613,-22.84965
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.34656,-22.85140
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.324005,-22.807804
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.251800537109375,-22.98933076582788
-43.20855,-22.903969
-43.20855,-22.903969
-43.326547,-22.851705
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.324005,-22.807804
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.20855,-22.903969
-43.243377,-22.879388
-43.290104,-22.83765657
-43.30539193330018,-22.847434388211465
